Uniprot_ACC	elm_identifier	start	stop	is_annotated	is_phiblastmatch	is_filtered	phiblast	topodomfilter	taxonfilter	structure
P11217	LIG_14-3-3_CanoR_1	11	17	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	243	250	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	427	432	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	428	432	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	520	526	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	622	631	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	650	654	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	67	76	False	False	False	False	False	False	False
P11217	LIG_14-3-3_CanoR_1	804	812	False	False	False	False	False	False	False
P11217	LIG_Actin_WH2_2	449	467	False	False	False	False	False	False	False
P11217	LIG_Actin_WH2_2	452	467	False	False	False	False	False	False	False
P11217	LIG_Actin_WH2_2	531	547	False	False	False	False	False	False	False
P11217	LIG_BIR_III_2	328	332	False	False	False	False	False	False	False
P11217	LIG_BIR_II_1	1	5	False	False	False	False	False	False	False
P11217	LIG_BRCT_BRCA1_1	313	317	False	False	False	False	False	False	False
P11217	LIG_BRCT_BRCA1_1	746	750	False	False	False	False	False	False	False
P11217	LIG_BRCT_BRCA1_1	747	751	False	False	False	False	False	False	False
P11217	LIG_BRCT_BRCA1_1	808	812	False	False	False	False	False	False	False
P11217	LIG_BRCT_BRCA1_1	86	90	False	False	False	False	False	False	False
P11217	LIG_CaM_IQ_9	302	318	False	False	False	False	False	False	False
P11217	LIG_Clathr_ClatBox_1	354	358	False	False	False	False	False	False	False
P11217	LIG_EH1_1	613	621	False	False	False	False	False	False	False
P11217	LIG_FHA_1	111	117	False	False	False	False	False	False	False
P11217	LIG_FHA_1	148	154	False	False	False	False	False	False	False
P11217	LIG_FHA_1	196	202	False	False	False	False	False	False	False
P11217	LIG_FHA_1	217	223	False	False	False	False	False	False	False
P11217	LIG_FHA_1	239	245	False	False	False	False	False	False	False
P11217	LIG_FHA_1	482	488	False	False	False	False	False	False	False
P11217	LIG_FHA_1	601	607	False	False	False	False	False	False	False
P11217	LIG_FHA_1	797	803	False	False	False	False	False	False	False
P11217	LIG_FHA_2	302	308	False	False	False	False	False	False	False
P11217	LIG_FHA_2	323	329	False	False	False	False	False	False	False
P11217	LIG_FHA_2	46	52	False	False	False	False	False	False	False
P11217	LIG_FHA_2	57	63	False	False	False	False	False	False	False
P11217	LIG_KLC1_WD_1	360	368	False	False	False	False	False	False	False
P11217	LIG_LIR_Apic_2	196	200	False	False	False	False	False	False	False
P11217	LIG_LIR_Apic_2	747	753	False	False	False	False	False	False	False
P11217	LIG_LIR_Apic_2	748	753	False	False	False	False	False	False	False
P11217	LIG_LIR_Apic_2	789	795	False	False	False	False	False	False	False
P11217	LIG_LIR_Gen_1	297	301	False	False	True	False	False	True	False
P11217	LIG_LIR_Gen_1	471	475	False	False	True	False	False	True	False
P11217	LIG_LIR_Gen_1	51	56	False	False	True	False	False	True	False
P11217	LIG_LIR_Gen_1	586	591	False	False	True	False	False	True	False
P11217	LIG_LIR_Gen_1	731	736	False	False	True	False	False	True	False
P11217	LIG_LIR_Gen_1	757	762	False	False	True	False	False	True	False
P11217	LIG_LIR_Nem_3	163	167	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	181	186	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	182	186	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	297	301	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	325	330	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	467	472	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	471	475	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	51	56	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	586	591	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	706	712	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	707	712	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	731	736	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	757	762	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	770	775	False	False	False	False	False	False	False
P11217	LIG_LIR_Nem_3	777	781	False	False	False	False	False	False	False
P11217	LIG_NRBOX	518	524	False	False	False	False	False	False	False
P11217	LIG_PDZ_Class_3	837	842	False	False	False	False	False	False	False
P11217	LIG_PTB_Apo_2	280	287	False	False	False	False	False	False	False
P11217	LIG_Rb_LxCxE_1	777	799	False	False	False	False	False	False	False
P11217	LIG_Rb_LxCxE_1	779	799	False	False	False	False	False	False	False
P11217	LIG_Rb_LxCxE_1	780	799	False	False	False	False	False	False	False
P11217	LIG_SH2_GRB2	186	189	False	False	False	False	False	False	False
P11217	LIG_SH2_GRB2	234	237	False	False	False	False	False	False	False
P11217	LIG_SH2_GRB2	281	284	False	False	False	False	False	False	False
P11217	LIG_SH2_GRB2	375	378	False	False	False	False	False	False	False
P11217	LIG_SH2_GRB2	792	795	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT3	574	577	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT3	727	730	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	263	266	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	298	301	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	375	378	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	53	56	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	549	552	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	781	784	False	False	False	False	False	False	False
P11217	LIG_SH2_STAT5	85	88	False	False	False	False	False	False	False
P11217	LIG_SH3_3	276	282	False	False	False	False	False	False	False
P11217	LIG_SH3_3	43	49	False	False	False	False	False	False	False
P11217	LIG_SH3_3	750	756	False	False	False	False	False	False	False
P11217	LIG_SUMO_SIM_par_1	353	358	False	False	False	False	False	False	False
P11217	LIG_TRAF2_1	6	9	False	False	False	False	False	False	False
P11217	LIG_TRAF2_1	704	707	False	False	False	False	False	False	False
P11217	LIG_TRFH_1	473	477	False	False	False	False	False	False	False
P11217	LIG_TYR_ITIM	83	88	False	False	False	False	False	False	False
P11217	LIG_TYR_ITSM	584	591	False	False	False	False	False	False	False
P11217	LIG_UBA3_1	563	569	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	146	151	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	147	151	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	246	249	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	288	294	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	291	294	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	298	305	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	340	345	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	341	345	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	344	350	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	363	370	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	367	370	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	379	384	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	534	538	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	639	643	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	647	653	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	649	653	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	732	739	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	733	739	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	734	739	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	752	758	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	786	790	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	84	88	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	85	88	False	False	False	False	False	False	False
P11217	LIG_WD40_WDR5_VDV_2	9	16	False	False	False	False	False	False	False
P11217	MOD_CDK_1	485	491	False	False	False	False	False	False	False
P11217	MOD_CK1_1	147	153	False	False	False	False	False	False	False
P11217	MOD_CK1_1	814	820	False	False	False	False	False	False	False
P11217	MOD_CK2_1	3	9	False	False	False	False	False	False	False
P11217	MOD_CK2_1	427	433	False	False	False	False	False	False	False
P11217	MOD_CK2_1	649	655	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	369	376	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	481	488	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	661	668	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	665	672	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	745	752	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	806	813	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	810	817	False	False	False	False	False	False	False
P11217	MOD_GSK3_1	92	99	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	171	174	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	245	248	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	673	677	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	674	677	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	747	750	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	788	791	False	False	False	False	False	False	False
P11217	MOD_GlcNHglycan	808	811	False	False	False	False	False	False	False
P11217	MOD_N-GLC_1	23	28	False	False	False	False	False	False	False
P11217	MOD_N-GLC_1	274	279	False	False	False	False	False	False	False
P11217	MOD_N-GLC_1	338	343	False	False	False	False	False	False	False
P11217	MOD_N-GLC_1	376	381	False	False	False	False	False	False	False
P11217	MOD_N-GLC_1	481	486	False	False	False	False	False	False	False
P11217	MOD_N-GLC_2	107	109	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	144	149	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	312	317	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	338	343	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	36	41	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	392	397	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	464	469	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	56	61	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	92	97	False	False	False	False	False	False	False
P11217	MOD_NEK2_1	96	101	False	False	False	False	False	False	False
P11217	MOD_NEK2_2	366	371	False	False	False	False	False	False	False
P11217	MOD_PIKK_1	208	214	False	False	False	False	False	False	False
P11217	MOD_PIKK_1	216	222	False	False	False	False	False	False	False
P11217	MOD_PIKK_1	68	74	False	False	False	False	False	False	False
P11217	MOD_PKA_1	427	433	False	False	False	False	False	False	False
P11217	MOD_PKA_2	427	433	False	False	False	False	False	False	False
P11217	MOD_PKA_2	649	655	False	False	False	False	False	False	False
P11217	MOD_PKB_1	425	433	False	False	False	False	False	False	False
P11217	MOD_PK_1	12	18	False	False	False	False	False	False	False
P11217	MOD_PLK	195	201	False	False	False	False	False	False	False
P11217	MOD_PLK	366	372	False	False	False	False	False	False	False
P11217	MOD_PLK	814	820	False	False	False	False	False	False	False
P11217	MOD_ProDKin_1	226	232	False	False	False	False	False	False	False
P11217	MOD_ProDKin_1	45	51	False	False	False	False	False	False	False
P11217	MOD_ProDKin_1	485	491	False	False	False	False	False	False	False
P11217	MOD_ProDKin_1	749	755	False	False	False	False	False	False	False
P11217	MOD_SUMO_for_1	294	297	False	False	False	False	False	False	False
P11217	MOD_SUMO_for_1	538	541	False	False	False	False	False	False	False
P11217	MOD_SUMO_for_1	591	594	False	False	False	False	False	False	False
P11217	MOD_SUMO_rev_2	284	292	False	False	False	False	False	False	False
P11217	MOD_SUMO_rev_2	551	556	False	False	False	False	False	False	False
P11217	MOD_SUMO_rev_2	77	83	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	204	207	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	298	301	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	53	56	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	588	591	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	733	736	False	False	False	False	False	False	False
P11217	TRG_ENDOCYTIC_2	85	88	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	309	311	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	310	312	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	425	428	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	426	428	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	427	429	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	489	491	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	490	492	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	640	643	False	False	False	False	False	False	False
P11217	TRG_ER_diArg_1	832	835	False	False	False	False	False	False	False
P11217	TRG_LysEnd_APsAcLL_1	427	432	False	False	False	False	False	False	False
P11217	TRG_LysEnd_APsAcLL_1	518	523	False	False	False	False	False	False	False
P11217	TRG_NES_CRM1_1	757	770	False	False	False	False	False	False	False
P11362	CLV_C14_Caspase3-7	87	91	False	False	False	False	False	False	False
P11362	CLV_NRD_NRD_1	424	426	False	False	False	False	False	False	False
P11362	CLV_NRD_NRD_1	576	578	False	False	False	False	False	False	False
P11362	CLV_PCSK_KEX2_1	424	426	False	False	False	False	False	False	False
P11362	CLV_PCSK_KEX2_1	576	578	False	False	False	False	False	False	False
P11362	CLV_PCSK_KEX2_1	820	822	False	False	False	False	False	False	False
P11362	CLV_PCSK_PC1ET2_1	820	822	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	172	176	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	189	193	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	195	199	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	209	213	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	254	258	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	416	420	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	425	429	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	477	481	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	5	9	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	514	518	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	627	631	False	False	False	False	False	False	False
P11362	CLV_PCSK_SKI1_1	711	715	False	False	False	False	False	False	False
P11362	CLV_Separin_Metazoa	472	476	False	False	False	False	False	False	False
P11362	DEG_Nend_Nbox_1	1	3	False	False	False	False	False	False	False
P11362	DOC_CYCLIN_1	5	9	False	False	False	False	False	False	False
P11362	DOC_CYCLIN_1	598	601	False	False	False	False	False	False	False
P11362	DOC_CYCLIN_1	748	751	False	False	False	False	False	False	False
P11362	DOC_MAPK_gen_1	504	513	False	False	False	False	False	False	False
P11362	DOC_MAPK_gen_1	540	547	False	False	False	False	False	False	False
P11362	DOC_PP1_RVXF_1	170	177	False	False	False	False	False	False	False
P11362	DOC_PP1_RVXF_1	3	10	False	False	False	False	False	False	False
P11362	DOC_PP1_RVXF_1	327	334	False	False	False	False	False	False	False
P11362	DOC_PP2A_B56_1	228	233	False	False	False	False	False	False	False
P11362	DOC_PP2A_B56_1	359	365	False	False	False	False	False	False	False
P11362	DOC_PP2A_B56_1	457	463	False	False	False	False	False	False	False
P11362	DOC_PP2A_B56_1	557	562	False	False	False	False	False	False	False
P11362	DOC_PP2B_LxvP_1	769	772	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	106	110	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	121	125	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	268	272	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	343	347	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	431	435	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	458	462	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	739	743	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	759	763	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_1	93	97	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_2	37	43	False	False	False	False	False	False	False
P11362	DOC_USP7_MATH_2	591	597	False	False	False	False	False	False	False
P11362	DOC_USP7_UBL2_3	160	164	False	False	False	False	False	False	False
P11362	DOC_USP7_UBL2_3	400	404	False	False	False	False	False	False	False
P11362	DOC_USP7_UBL2_3	510	514	False	False	False	False	False	False	False
P11362	DOC_USP7_UBL2_3	536	540	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	102	107	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	154	159	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	180	185	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	21	26	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	248	253	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	368	373	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	451	456	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	696	701	False	False	False	False	False	False	False
P11362	DOC_WW_Pin1_4	774	779	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	209	214	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	329	334	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	424	430	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	425	430	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	448	457	False	False	False	False	False	False	False
P11362	LIG_14-3-3_CanoR_1	675	684	False	False	False	False	False	False	False
P11362	LIG_BIR_III_2	120	124	False	False	False	False	False	False	False
P11362	LIG_BRCT_BRCA1_1	776	780	False	False	False	False	False	False	False
P11362	LIG_EH1_1	384	392	False	False	False	False	False	False	False
P11362	LIG_FHA_1	13	19	False	False	False	False	False	False	False
P11362	LIG_FHA_1	210	216	False	False	False	False	False	False	False
P11362	LIG_FHA_1	227	233	False	False	False	False	False	False	False
P11362	LIG_FHA_1	240	246	False	False	False	False	False	False	False
P11362	LIG_FHA_1	264	270	False	False	False	False	False	False	False
P11362	LIG_FHA_1	311	317	False	False	False	False	False	False	False
P11362	LIG_FHA_1	368	374	False	False	False	False	False	False	False
P11362	LIG_FHA_1	452	458	False	False	False	False	False	False	False
P11362	LIG_FHA_1	724	730	False	False	False	False	False	False	False
P11362	LIG_FHA_2	154	160	False	False	False	False	False	False	False
P11362	LIG_FHA_2	24	30	False	False	False	False	False	False	False
P11362	LIG_FHA_2	317	323	False	False	False	False	False	False	False
P11362	LIG_FHA_2	355	361	False	False	False	False	False	False	False
P11362	LIG_FHA_2	519	525	False	False	False	False	False	False	False
P11362	LIG_FHA_2	80	86	False	False	False	False	False	False	False
P11362	LIG_Integrin_isoDGR_1	659	661	False	False	False	False	False	False	False
P11362	LIG_KLC1_WD_1	689	696	False	False	False	False	False	False	False
P11362	LIG_LIR_Apic_2	173	179	False	False	False	False	False	False	False
P11362	LIG_LIR_Apic_2	461	466	False	False	False	False	False	False	False
P11362	LIG_LIR_Apic_2	462	466	False	False	False	False	False	False	False
P11362	LIG_LIR_Apic_2	468	474	False	False	False	False	False	False	False
P11362	LIG_LIR_Gen_1	110	116	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	111	116	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	112	116	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	212	216	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	233	239	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	235	239	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	3	7	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	338	342	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	353	358	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	371	377	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	486	492	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	670	676	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	685	689	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	699	704	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	707	713	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	708	713	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	735	740	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	746	750	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	765	769	False	False	True	False	False	True	False
P11362	LIG_LIR_Gen_1	96	102	False	False	True	False	False	True	False
P11362	LIG_LIR_Nem_3	110	116	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	111	116	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	112	116	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	212	216	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	233	239	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	235	239	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	3	7	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	338	342	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	353	358	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	371	377	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	486	492	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	670	676	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	685	689	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	699	704	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	707	713	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	708	713	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	735	740	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	746	750	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	765	769	False	False	False	False	False	False	False
P11362	LIG_LIR_Nem_3	96	102	False	False	False	False	False	False	False
P11362	LIG_NRBOX	708	714	False	False	False	False	False	False	False
P11362	LIG_PTB_Apo_2	327	334	False	False	False	False	False	False	False
P11362	LIG_SH2_PTP2	307	310	False	False	False	False	False	False	False
P11362	LIG_SH2_PTP2	558	561	False	False	False	False	False	False	False
P11362	LIG_SH2_SRC	374	377	False	False	False	False	False	False	False
P11362	LIG_SH2_SRC	558	561	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT3	677	680	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	113	116	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	228	231	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	307	310	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	339	342	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	374	377	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	380	383	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	558	561	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	572	575	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	583	586	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	613	616	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	677	680	False	False	False	False	False	False	False
P11362	LIG_SH2_STAT5	766	769	False	False	False	False	False	False	False
P11362	LIG_SH3_1	22	28	False	False	False	False	False	False	False
P11362	LIG_SH3_1	463	469	False	False	False	False	False	False	False
P11362	LIG_SH3_3	147	153	False	False	False	False	False	False	False
P11362	LIG_SH3_3	22	28	False	False	False	False	False	False	False
P11362	LIG_SH3_3	249	255	False	False	False	False	False	False	False
P11362	LIG_SH3_3	463	469	False	False	False	False	False	False	False
P11362	LIG_SH3_3	699	705	False	False	False	False	False	False	False
P11362	LIG_SH3_3	775	781	False	False	False	False	False	False	False
P11362	LIG_SH3_3	799	805	False	False	False	False	False	False	False
P11362	LIG_SH3_3	802	808	False	False	False	False	False	False	False
P11362	LIG_SH3_3	805	811	False	False	False	False	False	False	False
P11362	LIG_SUMO_SIM_anti_2	439	445	False	False	False	False	False	False	False
P11362	LIG_SUMO_SIM_par_1	265	271	False	False	False	False	False	False	False
P11362	LIG_SUMO_SIM_par_1	36	42	False	False	False	False	False	False	False
P11362	LIG_SUMO_SIM_par_1	755	762	False	False	False	False	False	False	False
P11362	LIG_SUMO_SIM_par_1	756	762	False	False	False	False	False	False	False
P11362	LIG_Sin3_3	9	16	False	False	False	False	False	False	False
P11362	LIG_TRAF2_1	135	138	False	False	False	False	False	False	False
P11362	LIG_TRAF2_1	361	364	False	False	False	False	False	False	False
P11362	LIG_TRAF2_1	705	708	False	False	False	False	False	False	False
P11362	LIG_TRAF2_1	762	765	False	False	False	False	False	False	False
P11362	LIG_TRAF2_1	82	85	False	False	False	False	False	False	False
P11362	LIG_TRAF6	703	711	False	False	False	False	False	False	False
P11362	LIG_TYR_ITIM	305	310	False	False	False	False	False	False	False
P11362	LIG_TYR_ITSM	109	116	False	False	False	False	False	False	False
P11362	LIG_UBA3_1	528	536	False	False	False	False	False	False	False
P11362	LIG_UBA3_1	534	542	False	False	False	False	False	False	False
P11362	LIG_UBA3_1	709	714	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	15	18	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	181	188	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	183	188	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	20	27	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	24	27	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	242	247	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	243	247	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	353	358	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	357	361	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	370	377	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	371	377	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	374	377	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	428	431	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	762	769	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	765	769	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	766	769	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	82	88	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	84	88	False	False	False	False	False	False	False
P11362	LIG_WD40_WDR5_VDV_2	85	88	False	False	False	False	False	False	False
P11362	MOD_CDK_1	154	160	False	False	False	False	False	False	False
P11362	MOD_CDK_1	248	254	False	False	False	False	False	False	False
P11362	MOD_CK1_1	104	110	False	False	False	False	False	False	False
P11362	MOD_CK1_1	109	115	False	False	False	False	False	False	False
P11362	MOD_CK1_1	180	186	False	False	False	False	False	False	False
